epoch tr_loss val_loss
# gamma = 0.1, lambda = 0.1
1.310000000000000000e+02 7.064662882776735486e-01 7.035829412779847081e-01
1.320000000000000000e+02 7.371561015946768158e-01 7.339133105169428628e-01
1.330000000000000000e+02 6.705497334777552609e-01 6.693205610635815095e-01
1.340000000000000000e+02 6.650268101639265073e-01 6.638055599972138010e-01
1.350000000000000000e+02 6.860616818836969832e-01 6.849348189583495117e-01
1.360000000000000000e+02 6.829359587030792156e-01 6.817642705519016966e-01
1.370000000000000000e+02 6.862207748297192156e-01 6.851547158946137417e-01
1.380000000000000000e+02 6.882142428417771240e-01 6.873084026775224675e-01
1.390000000000000000e+02 6.943350439558710896e-01 6.932948543272476893e-01
1.400000000000000000e+02 6.969363128964337628e-01 6.956499255590823383e-01
1.410000000000000000e+02 6.776856516200131519e-01 6.765409639444571743e-01
1.420000000000000000e+02 6.627783588222718736e-01 6.617840207618554960e-01
1.430000000000000000e+02 6.775167204841051616e-01 6.766903769180766526e-01
1.440000000000000000e+02 6.829296208224275855e-01 6.819968394471377371e-01
1.450000000000000000e+02 6.751740119697180464e-01 6.735392956201134984e-01
1.460000000000000000e+02 6.795205542693761869e-01 6.778597609987894179e-01
1.470000000000000000e+02 6.819042409974589436e-01 6.802008276294786437e-01
1.480000000000000000e+02 6.829508786444346002e-01 6.810104370320375633e-01
1.490000000000000000e+02 6.873660300946018431e-01 6.851397126383331759e-01
1.500000000000000000e+02 6.837999225409840953e-01 6.815038653707961025e-01
1.510000000000000000e+02 6.633722058838912305e-01 6.613681776620674579e-01
1.520000000000000000e+02 6.773951937610745988e-01 6.753036511366966588e-01
1.530000000000000000e+02 6.955675805259815547e-01 6.937134813421153012e-01
1.540000000000000000e+02 7.020721629373882777e-01 7.004136299639912577e-01
1.550000000000000000e+02 6.964247920966023520e-01 6.948356783648459434e-01
1.560000000000000000e+02 6.778354359900646831e-01 6.762283231236994041e-01
1.570000000000000000e+02 6.950993216114706996e-01 6.936724454847696952e-01
1.580000000000000000e+02 7.084166737217878485e-01 7.068605997647393613e-01
1.590000000000000000e+02 6.871116439750544203e-01 6.852143836442680103e-01
1.600000000000000000e+02 7.047023730464284652e-01 7.025690158785570238e-01
1.610000000000000000e+02 7.061232735559457296e-01 7.038982169104884834e-01
1.620000000000000000e+02 7.093972367476998331e-01 7.072581438437324231e-01
1.630000000000000000e+02 7.172709780222777942e-01 7.151622160847175280e-01
1.640000000000000000e+02 7.172886877583644072e-01 7.151868433465218278e-01
1.650000000000000000e+02 7.117541290000313214e-01 7.096237983730402377e-01
1.660000000000000000e+02 7.049037179993689062e-01 7.033802177297497904e-01
1.670000000000000000e+02 7.269263299788009114e-01 7.251597493809609496e-01
1.680000000000000000e+02 7.269969098773159111e-01 7.252172520679345258e-01
1.690000000000000000e+02 7.312443551271960995e-01 7.293883394787785690e-01
1.700000000000000000e+02 7.280428455653290554e-01 7.263436586032769871e-01
1.710000000000000000e+02 7.398624326061515877e-01 7.382459509436819500e-01
1.720000000000000000e+02 7.404880155523375640e-01 7.388663130486318176e-01
1.730000000000000000e+02 7.623385948155720904e-01 7.601967302660627146e-01
1.740000000000000000e+02 7.700696514569020934e-01 7.678739612151189720e-01
1.750000000000000000e+02 7.729607332416020826e-01 7.707401464659312529e-01
1.760000000000000000e+02 7.613627696603674222e-01 7.590946924554945463e-01
1.770000000000000000e+02 7.623266451250477749e-01 7.598877304527776877e-01
1.780000000000000000e+02 7.634891005148956022e-01 7.610421190251850376e-01
1.790000000000000000e+02 7.387736261844123353e-01 7.381630518344658443e-01
1.800000000000000000e+02 7.029272680850482402e-01 7.021076403885000428e-01
1.810000000000000000e+02 6.952112251527332587e-01 6.944516366250816919e-01
1.820000000000000000e+02 6.748799882191544031e-01 6.747609859484600126e-01
1.830000000000000000e+02 6.621437069477146276e-01 6.621320533341595871e-01
1.840000000000000000e+02 1.175681214959049647e+00 1.175416389996279509e+00
1.850000000000000000e+02 1.040805776214819289e+00 1.040998694334360097e+00
1.860000000000000000e+02 8.285659499188915422e-01 8.462328936396044110e-01
1.870000000000000000e+02 8.460992921123130506e-01 8.639626792043285652e-01
1.880000000000000000e+02 8.358854847508165875e-01 8.537910023568175966e-01
1.890000000000000000e+02 8.119345289650773401e-01 8.303518232609387040e-01
1.900000000000000000e+02 7.413524596574883052e-01 7.420131068256829998e-01
1.910000000000000000e+02 7.342840394451610742e-01 7.344283109289521105e-01
1.920000000000000000e+02 7.380652693092739636e-01 7.382668996860138888e-01
1.930000000000000000e+02 7.414618963334688173e-01 7.416401462658854804e-01
1.940000000000000000e+02 7.433369803650285990e-01 7.434715528942861251e-01
1.950000000000000000e+02 7.381827158655729360e-01 7.382702104141137811e-01
1.960000000000000000e+02 7.371813218976737137e-01 7.372904283775502110e-01
1.970000000000000000e+02 7.426608998369131909e-01 7.417120505581591416e-01
1.980000000000000000e+02 7.097031207562736199e-01 7.096991590974908171e-01
1.990000000000000000e+02 7.123561769212594097e-01 7.120988547327566920e-01
2.000000000000000000e+02 7.088161091264089109e-01 7.085150952139558367e-01
2.010000000000000000e+02 6.956846057734821231e-01 6.949314521283888046e-01
2.020000000000000000e+02 7.234277720871566952e-01 7.220058485200175902e-01
2.030000000000000000e+02 7.008421125423297537e-01 6.996118851713152287e-01
2.040000000000000000e+02 6.983127427231656803e-01 6.970920773385982372e-01
2.050000000000000000e+02 7.104915238958863233e-01 7.099116774593415835e-01
2.060000000000000000e+02 7.010875721487384027e-01 7.005761614465504383e-01
2.070000000000000000e+02 6.913154973982250651e-01 6.908946920310747863e-01
2.080000000000000000e+02 6.986582633670456177e-01 6.976816230295014298e-01
2.090000000000000000e+02 6.844340786309942581e-01 6.836709766921580389e-01
2.100000000000000000e+02 6.829405836450660461e-01 6.823063394835944262e-01
2.110000000000000000e+02 7.013562043411274427e-01 7.005525070269843502e-01
2.120000000000000000e+02 6.881978779959009307e-01 6.876369959182755398e-01
2.130000000000000000e+02 7.281613356339197152e-01 7.273375369475411079e-01
2.140000000000000000e+02 7.190831643233764892e-01 7.181174876133901153e-01
2.150000000000000000e+02 7.454197385290797229e-01 7.442903579276679560e-01
2.160000000000000000e+02 7.518823831854852813e-01 7.508848848500525586e-01
2.170000000000000000e+02 7.030502542253692644e-01 7.025884586820655420e-01
2.180000000000000000e+02 7.092220441567802514e-01 7.084836812678099172e-01
2.190000000000000000e+02 6.850953125974656999e-01 6.843255918049663267e-01
2.200000000000000000e+02 6.812861927352323876e-01 6.804563596177691798e-01
2.210000000000000000e+02 6.786787662959465894e-01 6.779774268201602672e-01
2.220000000000000000e+02 6.743515590412505478e-01 6.739195266840655174e-01
2.230000000000000000e+02 6.688745938397184787e-01 6.680982099006212982e-01
2.240000000000000000e+02 6.704851954385970814e-01 6.697921140564631060e-01
2.250000000000000000e+02 6.408403830700484249e-01 6.402499780674518748e-01
2.260000000000000000e+02 6.461050193373487627e-01 6.451804615512767294e-01
2.270000000000000000e+02 6.464775300766948396e-01 6.455634552842378637e-01
2.280000000000000000e+02 6.580120103046239732e-01 6.563250000602919298e-01
2.290000000000000000e+02 6.498745403713114266e-01 6.492048745409878530e-01
2.300000000000000000e+02 6.531707294007494946e-01 6.525226570342981258e-01
2.310000000000000000e+02 6.530635425569333297e-01 6.524019080940866022e-01
2.320000000000000000e+02 6.619507744870305466e-01 6.614607066568288785e-01
2.330000000000000000e+02 6.654448456141998092e-01 6.651841933249570404e-01
2.340000000000000000e+02 6.778755106613757464e-01 6.778037378033207050e-01
2.350000000000000000e+02 6.704363082433663079e-01 6.701624477597860619e-01
2.360000000000000000e+02 6.747424512101924954e-01 6.744612542229101448e-01
2.370000000000000000e+02 6.677285883349511897e-01 6.672780342724762281e-01
2.380000000000000000e+02 6.552907806345458219e-01 6.545083098908350827e-01
2.390000000000000000e+02 6.534260845842233545e-01 6.522846563226497585e-01
2.400000000000000000e+02 6.447283791165876465e-01 6.438213469264785216e-01
2.410000000000000000e+02 6.494521374877720854e-01 6.488236678279100111e-01
2.420000000000000000e+02 6.895810671242134093e-01 6.891571347728356889e-01
2.430000000000000000e+02 6.909709669458484749e-01 6.903551302903151443e-01
2.440000000000000000e+02 6.774576708939172853e-01 6.770454013483790945e-01
2.450000000000000000e+02 6.428295944023325603e-01 6.417914044404363638e-01
2.460000000000000000e+02 6.408871825893983631e-01 6.393366091106809090e-01
2.470000000000000000e+02 6.516595780595441090e-01 6.503538330590424854e-01
2.480000000000000000e+02 6.524989675154529989e-01 6.512409402722892926e-01
2.490000000000000000e+02 6.408048597410445080e-01 6.394780519753362480e-01
2.500000000000000000e+02 6.415175233143899369e-01 6.401157846710356925e-01
2.510000000000000000e+02 6.376895330976951604e-01 6.364946957360559932e-01
2.520000000000000000e+02 6.481465331925810869e-01 6.472071771810617991e-01
2.530000000000000000e+02 6.456679414163127850e-01 6.446012456456395867e-01
2.540000000000000000e+02 6.476425958194904631e-01 6.468916897571560520e-01
2.550000000000000000e+02 6.519859106663056236e-01 6.513135059959735962e-01
2.560000000000000000e+02 6.884542044162720309e-01 6.875436848157033820e-01
2.570000000000000000e+02 6.968263635501474873e-01 6.959437940555185387e-01
2.580000000000000000e+02 7.004291733480703108e-01 6.996131956178862632e-01
2.590000000000000000e+02 7.009678488111469319e-01 7.002964424591702208e-01
2.600000000000000000e+02 7.078738143978150488e-01 7.071361578582711083e-01
2.610000000000000000e+02 7.097167920984951417e-01 7.089795979596403841e-01
2.620000000000000000e+02 7.089580399412599432e-01 7.081878840833778499e-01
2.630000000000000000e+02 7.347607561841089652e-01 7.338505231238638959e-01
2.640000000000000000e+02 6.756791700137657619e-01 6.746343309215524497e-01
2.650000000000000000e+02 6.776987830475590391e-01 6.766118052573631969e-01
2.660000000000000000e+02 6.839163231717085845e-01 6.827882128773906656e-01
2.670000000000000000e+02 6.986744632630953467e-01 6.972814865211600655e-01
2.680000000000000000e+02 7.078536438500542260e-01 7.064584475412686304e-01
2.690000000000000000e+02 7.069699814195815613e-01 7.055024303463678370e-01
2.700000000000000000e+02 7.116049803641613103e-01 7.099079935312371248e-01
2.710000000000000000e+02 6.594814026948245811e-01 6.589943436305844005e-01
2.720000000000000000e+02 6.561117341647266787e-01 6.552434398214777023e-01
2.730000000000000000e+02 6.590982881324471965e-01 6.581010157694638929e-01
2.740000000000000000e+02 6.607878553825650148e-01 6.598199161047928474e-01
2.750000000000000000e+02 6.551661490516087483e-01 6.541179981314061420e-01
2.760000000000000000e+02 6.565542501808905307e-01 6.555448773274913377e-01
2.770000000000000000e+02 6.605289363123743041e-01 6.594650920679446804e-01
2.780000000000000000e+02 6.625121330081578108e-01 6.614103858695015159e-01
2.790000000000000000e+02 6.675024007042292817e-01 6.663290615659736016e-01
2.800000000000000000e+02 6.735721198496591455e-01 6.721553268347547627e-01
2.810000000000000000e+02 6.777475972695443662e-01 6.761372980298050450e-01
2.820000000000000000e+02 6.906974966624970236e-01 6.899193258876679113e-01
2.830000000000000000e+02 6.911368613419124340e-01 6.896384691344216167e-01
2.840000000000000000e+02 7.010681174287560768e-01 6.993407993539551004e-01
2.850000000000000000e+02 6.940029106800291725e-01 6.923636693422591248e-01
2.860000000000000000e+02 6.972748667501799114e-01 6.954770719652050293e-01
2.870000000000000000e+02 6.779683637918065831e-01 6.766465054085162301e-01
2.880000000000000000e+02 6.925998870243086358e-01 6.912801395329241094e-01
2.890000000000000000e+02 6.855117570260935711e-01 6.844725699536509111e-01
2.900000000000000000e+02 7.039428073251330353e-01 7.031947005432508391e-01
2.910000000000000000e+02 7.057283543593246833e-01 7.048982336668914161e-01
2.920000000000000000e+02 6.551379103184490349e-01 6.541881970500535992e-01
2.930000000000000000e+02 6.663703918825472083e-01 6.656930209260131237e-01
2.940000000000000000e+02 6.562496293958378635e-01 6.556969451155453266e-01
2.950000000000000000e+02 6.630215956737928185e-01 6.620622028245626289e-01
2.960000000000000000e+02 6.790966773244682120e-01 6.785701148638454416e-01
2.970000000000000000e+02 6.744622717087752628e-01 6.736077685176989904e-01
2.980000000000000000e+02 6.582612737094309940e-01 6.574769355968320683e-01
2.990000000000000000e+02 6.537259147300712447e-01 6.525891540144782565e-01
3.000000000000000000e+02 6.816024887538515431e-01 6.793026643253450292e-01
3.010000000000000000e+02 6.904775622363773513e-01 6.880795604456566572e-01
3.020000000000000000e+02 6.996757116342090521e-01 6.967427005663666684e-01
3.030000000000000000e+02 7.071022751108505533e-01 7.042596648178394148e-01
3.040000000000000000e+02 7.074764809690108347e-01 7.046247167388068888e-01
3.050000000000000000e+02 7.039449461375003603e-01 7.011965433914899570e-01
3.060000000000000000e+02 7.272205530030211307e-01 7.241144769290873695e-01
3.070000000000000000e+02 7.168758594911474047e-01 7.138993427492947852e-01
3.080000000000000000e+02 7.226841070436489378e-01 7.197656424366707384e-01
3.090000000000000000e+02 7.114119468045936312e-01 7.089823892010269635e-01
3.100000000000000000e+02 6.366624889309018265e-01 6.356302554660794302e-01
3.110000000000000000e+02 6.315798583278060541e-01 6.304666855156776384e-01
3.120000000000000000e+02 6.586737181501028937e-01 6.580092651328298681e-01
3.130000000000000000e+02 6.598612051981255222e-01 6.591476480132213434e-01
3.140000000000000000e+02 6.558741766492665048e-01 6.549728423536950173e-01
3.150000000000000000e+02 6.540401701225542208e-01 6.532374330481960367e-01
3.160000000000000000e+02 6.660205243607724146e-01 6.651614604930844443e-01
3.170000000000000000e+02 6.588311687324733823e-01 6.580513792575025667e-01
3.180000000000000000e+02 6.722295641694887580e-01 6.714923591346266818e-01
3.190000000000000000e+02 6.712932701733957952e-01 6.705299704614983147e-01
3.200000000000000000e+02 6.673608170087864666e-01 6.666571896867152791e-01
3.210000000000000000e+02 6.650411970249699989e-01 6.644539643219610214e-01
3.220000000000000000e+02 6.603747199447412841e-01 6.598180967178928213e-01
3.230000000000000000e+02 6.614281484889186213e-01 6.609760929155170661e-01
3.240000000000000000e+02 6.669884110306266711e-01 6.664720881106541706e-01
3.250000000000000000e+02 6.891109092215560450e-01 6.886275274688293813e-01
3.260000000000000000e+02 6.938530218204449485e-01 6.935661603809000209e-01
3.270000000000000000e+02 6.748510954738213830e-01 6.750428184500825157e-01
3.280000000000000000e+02 7.197372570014166637e-01 7.198569270626777872e-01
3.290000000000000000e+02 7.237243892174756166e-01 7.238148980085423734e-01
3.300000000000000000e+02 6.986671587078939760e-01 6.987160739253372999e-01
3.310000000000000000e+02 7.199633195944378228e-01 7.197924823821665319e-01
3.320000000000000000e+02 7.536660927998571902e-01 7.532743607291624288e-01
3.330000000000000000e+02 7.701333115472533963e-01 7.694001014714055842e-01
3.340000000000000000e+02 7.826987362790981395e-01 7.822780337915329341e-01
3.350000000000000000e+02 7.497218610223563839e-01 7.496114160065129317e-01
3.360000000000000000e+02 7.164555735829124528e-01 7.161425195568489332e-01
3.370000000000000000e+02 6.943498669300297577e-01 6.940179321836246196e-01
3.380000000000000000e+02 6.850591620556956141e-01 6.847120691266527226e-01
3.390000000000000000e+02 6.876013983847424349e-01 6.872133232130487324e-01
3.400000000000000000e+02 6.988044171326830423e-01 6.981192958931766723e-01
3.410000000000000000e+02 7.455929715462985552e-01 7.456421814022484718e-01
3.420000000000000000e+02 7.392517446996843544e-01 7.388744644496263447e-01
3.430000000000000000e+02 7.169095656058850352e-01 7.166462092398298012e-01
3.440000000000000000e+02 7.438663679095206538e-01 7.434758079618429827e-01
3.450000000000000000e+02 7.367975833209875480e-01 7.365745987809441120e-01
3.460000000000000000e+02 7.355033417847239852e-01 7.351571705506808607e-01
3.470000000000000000e+02 7.320961880483705109e-01 7.317521228716896697e-01
3.480000000000000000e+02 7.209518381537797227e-01 7.215305029382350632e-01
3.490000000000000000e+02 7.267692560728081785e-01 7.274389682847786087e-01
3.500000000000000000e+02 7.342821483307945263e-01 7.348082631514861740e-01
3.510000000000000000e+02 7.370777022138582657e-01 7.378992141467970445e-01
3.520000000000000000e+02 7.033690153250649058e-01 7.038436474072268245e-01
3.530000000000000000e+02 6.815758894947040458e-01 6.817485847873899774e-01
3.540000000000000000e+02 6.836416119055164220e-01 6.836322581936566944e-01
3.550000000000000000e+02 6.800595829432052319e-01 6.798495090869940416e-01
3.560000000000000000e+02 6.764221181264148397e-01 6.764309718447130138e-01
3.570000000000000000e+02 6.689508935779525656e-01 6.687084355200038077e-01
3.580000000000000000e+02 6.576463630214083311e-01 6.567794465119612957e-01
3.590000000000000000e+02 6.730507830875024355e-01 6.718047428128498533e-01
3.600000000000000000e+02 6.634800437747693236e-01 6.621441229100544223e-01
3.610000000000000000e+02 6.551369520633985033e-01 6.546292373246614948e-01
3.620000000000000000e+02 6.612270284995577230e-01 6.605055907571526497e-01
3.630000000000000000e+02 6.545285390563601036e-01 6.533939926684373400e-01
3.640000000000000000e+02 6.312120472987635678e-01 6.293349616452870166e-01
3.650000000000000000e+02 6.330189554939860130e-01 6.314722438978346286e-01
3.660000000000000000e+02 6.342172183580843114e-01 6.326595846677982582e-01
3.670000000000000000e+02 6.354763889073726801e-01 6.336750409678584273e-01
3.680000000000000000e+02 6.371491457270624936e-01 6.356914325884377437e-01
3.690000000000000000e+02 6.407469518001407405e-01 6.390731734042606194e-01
3.700000000000000000e+02 6.450819448715212623e-01 6.435299914378743713e-01
3.710000000000000000e+02 6.564267278681321649e-01 6.547933623745887388e-01
3.720000000000000000e+02 6.612421485627951734e-01 6.594784234782726795e-01
3.730000000000000000e+02 6.617761291180478400e-01 6.603054913214081445e-01
3.740000000000000000e+02 6.753553225608766031e-01 6.735604066892333375e-01
3.750000000000000000e+02 6.766245823751900756e-01 6.754705170225064892e-01
3.760000000000000000e+02 6.786530892891883271e-01 6.771265979390049816e-01
3.770000000000000000e+02 6.831797144611703176e-01 6.815334173849710853e-01
3.780000000000000000e+02 6.883289286141062169e-01 6.866462794212977450e-01
3.790000000000000000e+02 7.253344782747221942e-01 7.228606573751829023e-01
3.800000000000000000e+02 7.420715648486339022e-01 7.391763814940921495e-01
3.810000000000000000e+02 7.524371621640593144e-01 7.494346097862327749e-01
3.820000000000000000e+02 7.554977352698180049e-01 7.524667154023189086e-01
3.830000000000000000e+02 7.290317324726738324e-01 7.259374717324181825e-01
3.840000000000000000e+02 7.286991123905784962e-01 7.255292011176704969e-01
3.850000000000000000e+02 7.736211803107514440e-01 7.693058632015901122e-01
3.860000000000000000e+02 8.067429576369695710e-01 8.023933221338994670e-01
3.870000000000000000e+02 8.070899106936527678e-01 8.027656500716519039e-01
